"id","year","month","day","quality_grade","place_guess","species_guess","scientific_name","common_name","STATEFP","COUNTYFP","COUNTYNS","AFFGEOID","GEOID","NAME","NAMELSAD","STUSPS","STATE_NAME","LSAD","ALAND","AWATER"
33200622,"2019","09","21","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
33282474,"2019","09","23","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","075","00277302","0500000US06075","06075","San Francisco","San Francisco County","CA","California","06",121045788,479608103
33346851,"2019","09","24","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
33408062,"2019","09","03","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","053","00277291","0500000US06053","06053","Monterey","Monterey County","CA","California","06",8499609697,1267806850
33455463,"2019","09","26","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
34051797,"2019","09","23","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
34069882,"2019","09","25","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","111","00277320","0500000US06111","06111","Ventura","Ventura County","CA","California","06",4767585001,947376202
34102378,"2019","10","08","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
34191816,"2019","10","09","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
34209731,"2018","08","15","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","075","00277302","0500000US06075","06075","San Francisco","San Francisco County","CA","California","06",121045788,479608103
34280802,"2019","10","12","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
34337023,"2019","08","21","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","075","00277302","0500000US06075","06075","San Francisco","San Francisco County","CA","California","06",121045788,479608103
34466117,"2019","10","16","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
34473561,"2019","10","14","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
34505165,"2019","09","30","research","UC Natural Reserve System, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
34548813,"2019","10","16","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
34568363,"2019","09","09","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
34568615,"2019","10","17","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","047","00277288","0500000US06047","06047","Merced","Merced County","CA","California","06",5019407132,105277636
34615287,"2019","10","18","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
34674117,"2019","10","20","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
34723803,"2019","10","20","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
34724618,"2019","09","05","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
34757179,"2019","10","12","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","075","00277302","0500000US06075","06075","San Francisco","San Francisco County","CA","California","06",121045788,479608103
34878927,"2019","10","22","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
34879050,"2009","10","12","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
34998013,"2019","10","26","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
35225894,"2019","11","01","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
35225982,"2019","09","26","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
35273501,"2019","10","26","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
35273503,"2019","10","26","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
35273504,"2019","10","26","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
35273507,"2019","10","26","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
35358060,"2019","11","05","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
35416584,"2019","11","07","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
35881650,"2019","11","19","research","Marin County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
36234402,"2019","11","13","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
36234756,"2019","11","13","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
36236414,"2019","11","19","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
36297883,"2019","12","02","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
36311774,"2019","12","02","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
36322253,"2019","12","02","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
36441884,"2019","12","07","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
36630646,"2019","12","13","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
36806963,"2019","12","20","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
36941849,"2019","07","09","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
36945929,"2019","12","23","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","075","00277302","0500000US06075","06075","San Francisco","San Francisco County","CA","California","06",121045788,479608103
37001822,"2019","12","27","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
37146149,"2019","12","31","research","Golden Gate National Recreation Area, US-CA, US","rana patas rojas de California","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
37250305,"2020","01","03","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
37260200,"2013","05","19","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
37283513,"2019","12","07","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
37560124,"2019","12","09","research","UC Natural Reserve System, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
37940057,"2020","01","24","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
37974198,"2020","01","25","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
37975501,"2020","01","25","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
38223518,"2020","02","02","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
38241284,"2020","02","01","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
38247801,"2020","02","02","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
38541021,"2020","02","08","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
38700113,"2020","02","15","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
38700526,"2020","02","08","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
38726264,"2018","12","24","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
39325397,"2020","02","28","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
39554326,"2020","03","04","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
39597830,"2020","02","15","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
39672312,"2020","03","06","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
39673209,"2020","03","06","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
39690279,"2020","03","06","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
39853691,"2020","03","11","research","Sonoma County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
39886094,"2019","09","10","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
39950388,"2020","03","12","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
40013299,"2020","03","14","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
40052286,"2020","03","14","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","099","00277314","0500000US06099","06099","Stanislaus","Stanislaus County","CA","California","06",3875010966,46378767
40428278,"2020","03","21","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
40431303,"2020","03","21","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
40592037,"2020","03","20","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
40625666,"2020","03","23","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
40757116,"2020","03","23","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
40804980,"2019","01","30","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
40805199,"2019","03","01","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
41009833,"2020","03","29","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
41019633,"2020","03","29","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
41075843,"2020","03","30","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
41093074,"2020","03","13","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
41114543,"2009","02","24","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41182612,"2020","03","31","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41182613,"2020","03","31","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41192271,"2020","04","01","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
41193413,"2020","02","28","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41193415,"2020","02","28","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41533782,"2019","11","05","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","077","00277303","0500000US06077","06077","San Joaquin","San Joaquin County","CA","California","06",3605878834,89000661
41740688,"2020","04","08","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41741371,"2020","04","08","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41824257,"2020","03","11","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
41885074,"2020","04","08","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
41958243,"2020","04","08","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
42119916,"2020","04","13","research","El Dorado County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
42161988,"2018","08","19","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
42161993,"2018","08","25","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
42293995,"2020","04","14","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","075","00277302","0500000US06075","06075","San Francisco","San Francisco County","CA","California","06",121045788,479608103
42410279,"2019","10","10","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
42509290,"2020","04","16","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
42788651,"2010","06","04","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
42788665,"2010","06","05","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
43223789,"2020","04","24","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
43346961,"2020","04","18","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
43464149,"2020","04","10","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
43518142,"2020","04","25","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
43561813,"2020","04","25","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
43565625,"2018","03","25","research","Sonoma County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
43641281,"2020","04","25","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","001","01675839","0500000US06001","06001","Alameda","Alameda County","CA","California","06",1910010507,216909647
43868190,"2012","02","22","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
43968296,"2020","04","27","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","053","00277291","0500000US06053","06053","Monterey","Monterey County","CA","California","06",8499609697,1267806850
43975078,"2020","04","25","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
44157678,"2020","04","26","research","Golden Gate National Recreation Area, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
44911601,"2020","05","04","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
45126103,"2020","05","03","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
45136284,"2020","05","06","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
45213610,"2020","05","07","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
45214399,"2020","05","07","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
45214939,"2020","05","07","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
45421360,"2016","05","07","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
45500721,"2020","05","10","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
45822862,"2020","05","13","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
45850289,"2020","05","13","research","San Luis Obispo County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","079","00277304","0500000US06079","06079","San Luis Obispo","San Luis Obispo County","CA","California","06",8549160509,815630594
45850311,"2020","05","13","research","San Luis Obispo County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","079","00277304","0500000US06079","06079","San Luis Obispo","San Luis Obispo County","CA","California","06",8549160509,815630594
46600999,"2020","05","19","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
47079194,"2010","06","05","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","001","01675839","0500000US06001","06001","Alameda","Alameda County","CA","California","06",1910010507,216909647
47471305,"2020","05","19","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","077","00277303","0500000US06077","06077","San Joaquin","San Joaquin County","CA","California","06",3605878834,89000661
47942396,"2020","05","30","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
48023467,"2008","10","04","research","Sonoma County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
48239474,"2020","06","01","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
48239594,"2020","06","01","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
48275516,"2020","06","01","research","San Benito County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","069","00277299","0500000US06069","06069","San Benito","San Benito County","CA","California","06",3596591085,4719300
48285257,"2020","06","02","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
48605039,"2020","05","19","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
48777513,"2020","01","18","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
49079040,"2020","06","09","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
49086859,"2020","06","09","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
49203325,"2020","06","10","research","California, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
49331641,"2020","06","11","research","Santa Barbara County, US-CA, US","California Red-legged Frog","Rana draytonii","California Red-legged Frog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
