"id","year","month","day","quality_grade","species_guess","scientific_name","common_name","STATEFP","COUNTYFP","COUNTYNS","AFFGEOID","GEOID","NAME","NAMELSAD","STUSPS","STATE_NAME","LSAD","ALAND","AWATER"
55005417,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
55005418,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
55007632,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55046672,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55046673,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55046729,"2020","07","18","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","027","01804637","0500000US06027","06027","Inyo","Inyo County","CA","California","06",26410783053,77280938
55068098,"2020","07","29","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55078473,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55078557,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55102456,"2020","07","26","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
55107198,"2020","07","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
55121995,"2020","07","15","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55125578,"2020","07","29","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","089","01682610","0500000US06089","06089","Shasta","Shasta County","CA","California","06",9778892920,185816636
55125809,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
55126083,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
55153689,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55166326,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
55172366,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
55175152,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
55219608,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
55234361,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
55238466,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
55244324,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55269238,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","079","00277304","0500000US06079","06079","San Luis Obispo","San Luis Obispo County","CA","California","06",8549160509,815630594
55275906,"2012","07","13","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","071","00277300","0500000US06071","06071","San Bernardino","San Bernardino County","CA","California","06",51976311092,96418406
55320554,"2020","08","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55326034,"2020","08","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
55351159,"2020","08","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
55355870,"2020","08","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
55388786,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
55393859,"2020","08","04","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55434430,"2020","08","04","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","093","00277311","0500000US06093","06093","Siskiyou","Siskiyou County","CA","California","06",16261933230,179149815
55457794,"2020","08","04","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
55466140,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55466142,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55549615,"2020","08","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55562383,"2020","08","04","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","035","01693324","0500000US06035","06035","Lassen","Lassen County","CA","California","06",11762091407,462950203
55572399,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55572404,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55664727,"2020","08","05","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","045","00277287","0500000US06045","06045","Mendocino","Mendocino County","CA","California","06",9082586851,961786019
55757172,"2020","07","23","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
55762503,"2020","08","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
55788966,"2020","08","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","089","01682610","0500000US06089","06089","Shasta","Shasta County","CA","California","06",9778892920,185816636
55793310,"2020","08","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
55826146,"2020","08","04","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","091","00277310","0500000US06091","06091","Sierra","Sierra County","CA","California","06",2468694582,23299110
55839819,"2020","08","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","091","00277310","0500000US06091","06091","Sierra","Sierra County","CA","California","06",2468694582,23299110
55863575,"2020","08","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
55885561,"2018","05","12","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
55971131,"2020","08","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
55971132,"2020","08","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
55971133,"2020","08","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
55981764,"2020","08","09","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
55986056,"2020","08","09","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
56001073,"2020","08","09","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
56001074,"2020","08","09","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
56001806,"2020","08","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
56048165,"2020","07","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
56079908,"2020","08","10","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","059","00277294","0500000US06059","06059","Orange","Orange County","CA","California","06",2053491982,406263283
56088081,"2020","08","10","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","045","00277287","0500000US06045","06045","Mendocino","Mendocino County","CA","California","06",9082586851,961786019
56164028,"2020","08","10","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
56184145,"2020","08","11","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","063","00277296","0500000US06063","06063","Plumas","Plumas County","CA","California","06",6612400772,156387638
56235751,"2020","08","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","013","01675903","0500000US06013","06013","Contra Costa","Contra Costa County","CA","California","06",1856752855,225364427
56385034,"2020","08","13","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","087","00277308","0500000US06087","06087","Santa Cruz","Santa Cruz County","CA","California","06",1152818088,419720203
56389087,"2020","08","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
56442310,"2020","08","13","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
56487911,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
56487912,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
56487913,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
56547127,"2020","08","15","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
56564644,"2020","08","15","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
56661053,"2020","08","16","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
56700173,"2020","08","16","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
56739901,"2020","08","16","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
56740942,"2020","08","16","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
56755110,"2018","04","28","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","001","01675839","0500000US06001","06001","Alameda","Alameda County","CA","California","06",1910010507,216909647
56812596,"2020","08","16","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","097","01657246","0500000US06097","06097","Sonoma","Sonoma County","CA","California","06",4080091725,497303747
56859416,"2020","08","18","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
56868454,"2020","08","18","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","061","00277295","0500000US06061","06061","Placer","Placer County","CA","California","06",3644336873,246435971
56870803,"2020","08","18","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
56873683,"2008","03","13","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","083","00277306","0500000US06083","06083","Santa Barbara","Santa Barbara County","CA","California","06",7080858282,2729215451
56905638,"2020","08","18","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
56937981,"2020","08","13","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","063","00277296","0500000US06063","06063","Plumas","Plumas County","CA","California","06",6612400772,156387638
57078835,"2020","07","31","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","071","00277300","0500000US06071","06071","San Bernardino","San Bernardino County","CA","California","06",51976311092,96418406
57082495,"2020","08","20","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
57156582,"2020","08","20","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
57187956,"2020","08","21","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
57234513,"2020","08","17","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
57245446,"2020","08","22","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","103","01692767","0500000US06103","06103","Tehama","Tehama County","CA","California","06",7638229338,33767224
57355669,"2020","08","23","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
57366977,"2020","08","23","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
57369739,"2020","08","23","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
57370098,"2020","08","23","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
57464174,"2020","08","24","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
57471114,"2020","08","22","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
57510947,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","035","01693324","0500000US06035","06035","Lassen","Lassen County","CA","California","06",11762091407,462950203
57517570,"2020","08","23","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","107","00277318","0500000US06107","06107","Tulare","Tulare County","CA","California","06",12493840855,37260863
57604747,"2020","08","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
57613255,"2020","08","25","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
57613282,"2020","08","25","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
57613296,"2020","08","25","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
57646253,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","035","01693324","0500000US06035","06035","Lassen","Lassen County","CA","California","06",11762091407,462950203
57664858,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","035","01693324","0500000US06035","06035","Lassen","Lassen County","CA","California","06",11762091407,462950203
57664922,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","035","01693324","0500000US06035","06035","Lassen","Lassen County","CA","California","06",11762091407,462950203
57664985,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","035","01693324","0500000US06035","06035","Lassen","Lassen County","CA","California","06",11762091407,462950203
57665106,"2020","08","14","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","035","01693324","0500000US06035","06035","Lassen","Lassen County","CA","California","06",11762091407,462950203
57891466,"2020","08","28","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","019","00277274","0500000US06019","06019","Fresno","Fresno County","CA","California","06",15432139293,136609893
57967499,"2020","08","29","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","107","00277318","0500000US06107","06107","Tulare","Tulare County","CA","California","06",12493840855,37260863
57971981,"2020","08","29","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
57979843,"2020","08","29","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
57999230,"2020","08","29","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
58047482,"2020","08","29","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
58048288,"2020","08","30","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
58106341,"2020","05","05","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
58108569,"2020","08","30","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
58194577,"2020","08","31","research","Frogs and Toads","Lithobates catesbeianus","American Bullfrog","06","001","01675839","0500000US06001","06001","Alameda","Alameda County","CA","California","06",1910010507,216909647
58198356,"2020","08","30","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
58260659,"2020","08","04","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","081","00277305","0500000US06081","06081","San Mateo","San Mateo County","CA","California","06",1161882953,757162988
58294410,"2020","09","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
58296019,"2020","09","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
58309768,"2020","09","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","001","01675839","0500000US06001","06001","Alameda","Alameda County","CA","California","06",1910010507,216909647
58354385,"2020","09","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
58390069,"2020","09","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
58390106,"2020","09","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
58390255,"2020","09","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
58391306,"2020","09","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
58395068,"2020","09","02","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","065","00277297","0500000US06065","06065","Riverside","Riverside County","CA","California","06",18671846195,242807981
58439525,"2020","09","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
58466120,"2020","09","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","111","00277320","0500000US06111","06111","Ventura","Ventura County","CA","California","06",4767585001,947376202
58475285,"2020","09","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
58477436,"2020","09","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
58554767,"2020","09","01","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58651267,"2019","09","27","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","047","00277288","0500000US06047","06047","Merced","Merced County","CA","California","06",5019407132,105277636
58677261,"2020","09","05","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
58739172,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
58761796,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","041","00277285","0500000US06041","06041","Marin","Marin County","CA","California","06",1347890152,797077336
58781382,"2020","09","05","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","047","00277288","0500000US06047","06047","Merced","Merced County","CA","California","06",5019407132,105277636
58804516,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
58804658,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
58808200,"2020","09","05","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","017","00277273","0500000US06017","06017","El Dorado","El Dorado County","CA","California","06",4423288012,203364019
58858590,"2020","09","03","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
58864640,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","077","00277303","0500000US06077","06077","San Joaquin","San Joaquin County","CA","California","06",3605878834,89000661
58879211,"2020","09","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","065","00277297","0500000US06065","06065","Riverside","Riverside County","CA","California","06",18671846195,242807981
58879905,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","007","01675842","0500000US06007","06007","Butte","Butte County","CA","California","06",4238488704,105260548
58920127,"2020","09","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","085","00277307","0500000US06085","06085","Santa Clara","Santa Clara County","CA","California","06",3343892723,33595850
58930734,"2020","09","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","023","01681908","0500000US06023","06023","Humboldt","Humboldt County","CA","California","06",9241141220,1254150035
58931508,"2020","09","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","023","01681908","0500000US06023","06023","Humboldt","Humboldt County","CA","California","06",9241141220,1254150035
58938525,"2020","09","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","099","00277314","0500000US06099","06099","Stanislaus","Stanislaus County","CA","California","06",3875010966,46378767
58986227,"2020","09","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
58986486,"2020","09","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","113","00277321","0500000US06113","06113","Yolo","Yolo County","CA","California","06",2623627933,22888380
58992666,"2020","09","07","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","023","01681908","0500000US06023","06023","Humboldt","Humboldt County","CA","California","06",9241141220,1254150035
59001791,"2020","09","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
59001793,"2020","09","08","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
59062962,"2020","09","09","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","073","00277301","0500000US06073","06073","San Diego","San Diego County","CA","California","06",10904539456,817287145
59086560,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
59086568,"2020","09","06","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","037","00277283","0500000US06037","06037","Los Angeles","Los Angeles County","CA","California","06",10515988166,1785003207
59095769,"2020","09","09","research","American Bullfrog","Lithobates catesbeianus","American Bullfrog","06","067","00277298","0500000US06067","06067","Sacramento","Sacramento County","CA","California","06",2500063008,75323438
